coef,se,p_val,n,treatment,outcome,seconds,note,conf_spec
-0.0006203852329747185,0.00031594283063646894,0.04957653754643676,200000,treat_stats_density,selected,69.8,,minus_rank_pre
0.01777949525876693,0.00297013779950383,2.1495298874185664e-09,200000,treat_question_headings,selected,68.8,,minus_rank_pre
-0.01759445028241001,0.003093668928930349,1.2910587487979797e-08,200000,treat_structured_data,selected,57.6,,minus_rank_pre
0.0009017901660522442,0.000701164458926039,0.1983969390598772,185176,T4_citation_authority_code,selected,38.7,,minus_rank_pre
0.041364532365890785,0.009625351935258751,1.7276906058016905e-05,200000,treat_topical_comp,selected,49.5,,minus_rank_pre
-0.003823960262106207,0.0008322853057675656,4.337245891106178e-06,200000,treat_freshness,selected,57.7,,minus_rank_pre
-0.000491778605614248,0.0003136621212101399,0.11691357622953569,200000,treat_stats_density,selected,61.0,,minus_serp_block
0.01856955824820099,0.0029723735372337375,4.173845713495439e-10,200000,treat_question_headings,selected,33.6,,minus_serp_block
-0.018508586837410752,0.0030961200869551813,2.2590225245977535e-09,200000,treat_structured_data,selected,32.7,,minus_serp_block
0.000555745690834367,0.0006938477503889998,0.4231536376259626,185176,T4_citation_authority_code,selected,46.6,,minus_serp_block
0.046944207398270044,0.009608003120814716,1.0293215999546135e-06,200000,treat_topical_comp,selected,49.6,,minus_serp_block
-0.0036743184686756757,0.0008337692768623338,1.048718052176767e-05,200000,treat_freshness,selected,44.2,,minus_serp_block
-0.0033610060537387415,0.002745932843703774,0.22095439086450508,200000,treat_stats_density,rank_delta,31.4,,minus_rank_pre
0.14410255161527466,0.025068093259077665,9.006801304778378e-09,200000,treat_question_headings,rank_delta,28.9,,minus_rank_pre
-0.04705417523292944,0.02506045972223719,0.06043232184802272,200000,treat_structured_data,rank_delta,26.8,,minus_rank_pre
-0.01708013087529889,0.008824602029601999,0.05292738985773049,200000,T4_citation_authority_code,rank_delta,30.1,,minus_rank_pre
-0.5471131791680749,0.07602189532108355,6.163958232718869e-13,200000,treat_topical_comp,rank_delta,52.3,,minus_rank_pre
-0.06603360067027421,0.006744305479832795,0.0,200000,treat_freshness,rank_delta,66.4,,minus_rank_pre
-0.002244981990393544,0.002645574922278366,0.3961150348905855,200000,treat_stats_density,rank_delta,102.9,,minus_serp_block
0.115291699129004,0.025315646616352064,5.259339844521094e-06,200000,treat_question_headings,rank_delta,72.9,,minus_serp_block
-0.056234079739203864,0.02531603189803771,0.02633177694187716,200000,treat_structured_data,rank_delta,60.8,,minus_serp_block
-0.018792832239125666,0.008803204962604791,0.032779668423536634,200000,T4_citation_authority_code,rank_delta,58.2,,minus_serp_block
-0.5463082440718593,0.07632050676032526,8.182343691487404e-13,200000,treat_topical_comp,rank_delta,51.1,,minus_serp_block
-0.07377317761798742,0.006764692930746296,0.0,200000,treat_freshness,rank_delta,60.0,,minus_serp_block
-0.0007343519456654036,0.0019069546252599762,0.7001696530822497,200000,treat_stats_density,post_rank,30.9,,minus_rank_pre
-0.02767718512163864,0.019194376635128945,0.14931862931097872,200000,treat_question_headings,post_rank,31.9,,minus_rank_pre
0.11967402816380776,0.02006198595875403,2.4431447975814535e-09,200000,treat_structured_data,post_rank,59.5,,minus_rank_pre
-0.012742668248015733,0.006756854009336381,0.05931008176054231,200000,T4_citation_authority_code,post_rank,30.0,,minus_rank_pre
-0.31360181987191593,0.06195097222515858,4.1467031830499934e-07,200000,treat_topical_comp,post_rank,65.6,,minus_rank_pre
0.003120562051088387,0.005431396473256729,0.5656015038971667,200000,treat_freshness,post_rank,40.7,,minus_rank_pre
-0.0008162874909641125,0.0018689036570141242,0.6622756582065847,200000,treat_stats_density,post_rank,32.7,,minus_serp_block
-0.022776779518583933,0.019191091432296793,0.23529023272868832,200000,treat_question_headings,post_rank,30.2,,minus_serp_block
0.12671606862051776,0.02007302119261469,2.741109561554822e-10,200000,treat_structured_data,post_rank,26.9,,minus_serp_block
-0.012764644790040233,0.006653544280030012,0.05505106754972133,200000,T4_citation_authority_code,post_rank,27.1,,minus_serp_block
-0.30546097174542963,0.06184310055369826,7.840776867773513e-07,200000,treat_topical_comp,post_rank,28.0,,minus_serp_block
0.002594940077607471,0.0054234389100762375,0.6323173929911041,200000,treat_freshness,post_rank,77.9,,minus_serp_block
